questions,lang
Câți copii a avut Benjamin Franklin?,ro
When did Michael Jackson die?,en
Wann starb Michael Jackson?,de
¿Cuándo murió Michael Jackson?,es
Quando è morto Michael Jackson?,it
Quand mourut Michael Jackson?,fr
Wanneer overleed Michael Jackson?,nl
Când a murit Michael Jackson?,ro
Which Chess players died in the same place they were born in?,en
"Welche Schachspieler starben an den gleichen Orten, an denen sie geboren wurden?",de
¿Qué jugadores de ajedrez murieron en sus lugares de nacimiento?,es
Quali giocatori di scacchi morirono nel loro luogo di nascita?,it
Quels joueurs d'échecs moururent dans leur ville de naissance?,fr
Welke schakers stierven in hun geboorteplaats?,nl
Care jucători de șah au murit în același loc în care s-au născut?,ro
List the children of Margaret Thatcher.,en
Liste die Kinder von Margaret Thatcher auf.,de
Dame una lista de los hijos de Margaret Thatcher.,es
Elenca i figli di Margaret Thatcher.,it
Donnes-moi tous les enfants de Margaret Thatcher.,fr
Noem alle kinderen van Margaret Thatcher.,nl
Enumeră copiii lui Margaret Thatcher.,ro
Who was called Frank The Tank?,en
Wer wurde Frank The Tank genannt?,de
¿Quién era llamado Frank The Tank?,es
Chi venne chiamato Frank The Tank?,it
Qui était surnommé Frank The Tank?,fr
Wie werd er Frank The Tank genoemd?,nl
Cine era numit Frank The Tank?,ro
Was Margaret Thatcher a chemist?,en
War Margaret Thatcher Chemikerin?,de
¿Fue Margaret Thatcher química?,es
Margaret Thatcher era un chimico?,it
Margaret Thatcher était-elle une chimiste?,fr
Was Margaret Thatcher een chemicus?,nl
A fost Margaret Thatcher un chimist?,ro
Was Marc Chagall a jew?,en
War Marc Chagall ein Jude?,de
¿Fué Marc Chagall judío?,es
Marc Chagall era ebreo?,it
Etait Marc Chagall juif?,fr
Was Marc Chagall joods?,nl
A fost Marc Chagall un evreu?,ro
Which museum exhibits The Scream by Munch?,en
In welchem Museum ist Der Schrei von Munch ausgestellt?,de
¿En qué museo está expuesto el Grito de Munch?,es
In quale museo è esposto l'Urlo di Munch?,it
Dans quel musée est exposé Le Cri de Munch?,fr
In welk museum hangt De Schreeuw van Munch?,nl
În ce muzeu este expus “Strigătul” lui Munch?,ro
Give me all books by William Goldman with more than 300 pages.,en
Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de
Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es
Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it
Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr
Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl
Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro
Which books by Kerouac were published by Viking Press?,en
Welche Bücher von Kerouac wurden von Viking Press verlegt?,de
¿Qué libros de Kerouac han sido publicados por Viking Press?,es
Quali libri di Kerouac furono pubblicati da Viking Press?,it
Quels lives de Kerouac ont été publiés par Viking Press?,fr
Welke boeken van Jack Kerouac werden uitgegeven door Viking Press?,nl
Ce cărți de Kerouac a fost publicate de Viking Press?,ro
Give me a list of all American inventions.,en
Gib mir eine Liste aller amerikanischen Erfindungen.,de
Dame una lista de todos los inventos americanos.,es
Dammi la lista delle invenzioni americane.,it
Donnes-moi la liste de toutes les inventions américaines.,fr
Geef een lijst van alle Amerikaanse uitvindingen.,nl
Dă-mi o listă a tuturor invențiilor americane.,ro
How high is the Mount Everest?,en
Wie hoch ist der Mount Everest?,de
¿Qué alto es el Monte Everest?,es
Quanto è alto il Monte Everest?,it
Quelle est l'altitude du Mont Everest?,fr
Hoe hoog is de Mount Everest?,nl
Ce altitudine are muntele Everest?,ro
Who created the comic Captain America?,en
Wer hat den Comic Captain America erfunden?,de
¿Quién creó el comic Capitán América?,es
Chi ha creato il fumetto Capitan America?,it
Qui a créé la bande dessinée Captain America?,fr
Wie schreef het stripverhaal Captain America?,nl
Cine a creat banda desenată Captain America?,ro
How many people live in the capital of Australia?,en
Wieviele Menschen leben in der Hauptstadt Australiens?,de
¿Cuánta gente vive en la capital de Australia?,es
Quante persone vivono nella capitale dell'Australia?,it
Quel est le nombre d'habitants de la capitale de l'Australie?,fr
Hoeveel mensen wonen er in de hoofdstad van Australië?,nl
Câți oameni locuiesc in capitala Australiei?,ro
What is the largest city in Australia?,en
Was ist die größte Stadt in Australien?,de
¿Cuál es la cuidad más grande de Australia?,es
Qual è la città più grande d'Australia?,it
Quelle est la plus grande ville d'Australie?,fr
Wat is de grootste stad van Australië?,nl
Care este cel mai mare oraș din Australia?,ro
Who composed the music for Harold and Maude?,en
Wer hat die Musik für Harold und Maude komponiert?,de
¿Quién compuso la música para Harold y Maude?,es
Chi ha composto la musica per Harold e Maude?,it
Qui a composé la musique de Harold et Maude?,fr
Wie componeerde de muziek voor Harold and Maude,nl
Cine a compus coloana sonoră pentru Harold și Maude?,ro
Which films starring Clint Eastwood did he direct himself?,en
Bei welchen Filmen mit Clint Eastwood hat er selber Regie geführt?,de
¿En qué películas con Clint Eastwood están dirigidas por él mismo?,es
Quali film con Clint Eastwoon erano diretti da lui stesso?,it
Dans quels films de Client Eastwood joue Clint Eastwood?,fr
"Welke films waarin Clint Eastwood speelde, werden ook door hem geregisseerd?",nl
Ce film în care Clint Eastwood joacă rolul principal a fost regizat de el însuși?,ro
In which city was the former Dutch queen Juliana buried?,en
In welcher Stadt wurde die ehemalige niederländische Königin Juliana beerdigt?,de
¿En qué ciudad fué enterrada la antigua reina de los países bajos Juliana?,es
In quale città fu sepolta la precedente regina dei Paesi Bassi Juliana?,it
Dans quelle ville a-t-été enterré la reine néerlandaise Juliana?,fr
In welke stad is de voormalige Nederlandse koningin Juliana bijgezet?,nl
"În ce oraș a fost înmormântată fosta regină a Olandei, Juliana?",ro
Is Egypts largest city also its capital?,en
Ist Ägyptens größte Stadt auch seine Hauptstadt?,de
¿Es la cuidad más grande de Egipto también capital?,es
La città più grande dell'Egitto è anche la sua capitale?,it
La ville la plus grande de l'Egypte est-elle sa capitale?,fr
Is de grootste stad van Egypte ook de hoofdstad?,nl
Orașul cel mai mare din EGipt este și capital sa?,ro
Where is the residence of the prime minister of Spain?,en
Wo wohnt der Premierminister von Spanien?,de
¿Dónde vive el primer ministor de España?,es
Dove vive il primo ministro della Spagna?,it
Où se trouve la résidence du Premier Ministre d'Espagne?,fr
Waar woont de premier van Spanje?,nl
Unde este reședința primului ministru al Spaniei?,ro
Which U.S. state has the abbreviation MN?,en
Welcher US-Bundesstaat hat die Abkürzung MN?,de
¿Qué estado americano tiene la abreviación MN?,es
Quale stato americano è abbreviato MN?,it
Quel état americain a l'abréviation MN?,fr
Welke staat van de Verenigde Staten heeft de afkorting MN?,nl
Care stat American este abreviat MN?,ro
Show me all songs from Bruce Springsteen released between 1980 and 1990.,en
"Zeige mir alle Lieder von Bruce Springsteen, die zwischen 1980 und 1990 herausgebracht wurden.",de
¿Enseñame todas las canciones de Bruce Springsteen que aparecieron entre 1980 y 1990.,es
Dammi tutte le canzoni di Bruce Springsteen rilasciate tra il 1980 e il 1990.,it
Donnes-moi tous les morceaux de Bruce Springsteen qui ont été publiés entre 1980 et 1990.,fr
Geef alle songs van Bruce Springsteen die werden uitgebracht tussen 1980 en 1990.,nl
Arată-mi toate melodiile de Bruce Springsten apărute între 1980 și 1990,ro
Which movies did Kurosawa direct?,en
Welche Filme hat Kurosawa gedreht?,de
¿Qué películas ha rodado Kurosawa?,es
Che film ha diretto Kurosawa?,it
Quels films ont été realisés par Kurosawa?,fr
Welke films heeft Kurosawa geregisseerd?,nl
Ce filme a regizat Kurosawa?,ro
What is the founding year of the brewery that produces Pilsner Urquell?,en
"In welchem Jahr wurde die Brauerei gegründet, die Pilsner Urquell herstellt?",de
¿En qué año fue fundada la cervecería que produce Pilsner Urquell?,es
In che anno è stato fondato il birrificio che produce la Pilsner Urquell?,it
Quelle est l'année de fondation de la brasserie qui produit Pilsner Urquell?,fr
Wanneer werd de brouwerij opgericht die Pilsner Urquell produceert?,nl
Care este anul înființării berăriei ce produce Pilsner Urquell?,ro
Who wrote the lyrics for the Polish national anthem?,en
Wer schrieb den Text für die polnische Nationalhymne?,de
¿Quién escribió el texto del himno de Polonia?,es
Chi ha scritto il testo dell'inno nazionale polacco?,it
Qui a écrit le texte de l'hymne nationale de la Pologne?,fr
Wie schreef het Poolse volkslied?,nl
Cine a scris versurile pentru imnul național al Poloniei?,ro
Give me all B-sides of the Ramones.,en
Gib mir alle B-Seiten der Ramones.,de
Dame todas las caras B de los Ramones.,es
Dammi tutti i lati B dei Ramones.,it
Donnes-moi tous les faces B des Ramones.,fr
Geef alle B-kantjes van singles van de Ramones.,nl
Dă-mi toate laturile B ale Ramones,ro
Who painted The Storm on the Sea of Galilee?,en
Wer malte Christus im Sturm auf dem See von Galilea?,de
¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,es
Chi dipinse il Cristo nella tempesta sul mare di Galilea?,it
Qui a peint Christ dans la tempête sur la mer de Galilée?,fr
Wie schilderde Christus in de storm op het meer van Galilea?,nl
Cine a pictat Furtuna pe Marea Galileii?,ro
Which country does the creator of Miffy come from?,en
Aus welchem Land kommt der Erfinder von Nijntje?,de
¿De qué país viene el creador de Nijntje?,es
Da quale stato proviene il creatore di Miffy?,it
De quel pays vient le créateur de Miffy?,fr
Uit welk land komt de bedenker van Nijntje?,nl
 Din ce țara provine creatorul Miffy?,ro
For which label did Elvis record his first album?,en
Welche Plattenfirma hat Elvis' erstes Album aufgenommen?,de
¿Qué discográfica grabó el primer album de Elvis?,es
Quale casa discografica ha inciso il primo album di Elvis?,it
Quel est le label discographe qui a publié le premier disque d'Elvis?,fr
Bij welk platenlabel verscheen het eerste album van Elvis Presley?,nl
Ce casă discografică a înregistrat primul album al lui Elvis?,ro
Give me the birthdays of all actors of the television show Charmed.,en
Gib mir die Geburtstage von allen Darstellern der Fernsehserie Charmed.,de
Dame los cumpleaños de los actores de la serie de televisión Charmed.,es
Dammi le date dei compleanni di tutti gli attori della serie televisiva Charmed.,it
Donnes-moi les dates de naissance des acteurs de la série télévisée Charmed.,fr
Noem de verjaardag van alle acteurs uit de televisieserie Charmed.,nl
Dă-mi zilele de naștere a tuturor actorilor din serialul de televiziune Charmed,ro
How many employees does IBM have?,en
Wieviele Angestellte hat IBM?,de
¿Cuántos empleados tiene IBM?,es
Quanti dipendenti ha IBM?,it
Combien d'employés a IBM?,fr
Hoeveel medewerkers heeft IBM?,nl
Câți angajați are IBM?,ro
Which states border Illinois?,en
Welche Staaten grenzen an Illinois?,de
¿Qué estados tienen frontera con Illinois?,es
Con quali stati confina l'Illinois?,it
Quels sont les états voisins de l'Illinois?,fr
Welke staten grenzen aan Illinois?,nl
Ce state formează granite cu Illinois?,ro
In which country is the Limerick Lake?,en
In welchem Land befindet sich der Limerick Lake?,de
¿En qué país se encuentra el lago Limerick?,es
In quale stato si trova il lago Limerick?,it
Dans quel pays se trouve le lac Limerick?,fr
In welk land ligt Limerick Lake?,nl
În ce țară este lacul Limerick?,ro
Which television shows were created by John Cleese?,en
Welche Fernsehserien hat John Cleese entworfen?,de
¿Qué series televisivas ideó John Cleese?,es
Quali serie televisive sono state create dalla John Cleese?,it
Quelles séries télevisées ont été créées par John Cleese?,fr
Welke televisieseries werden bedacht door John Cleese?,nl
Ce seriale de televiziune au fost create de John Cleese?,ro
Which mountain is the highest after the Annapurna?,en
Was ist der höchste Berg nach dem Annapurna?,de
¿Cuál es la montaña más alta después del Annapurna?,es
Qual è la montagna più alta dopo l'Annapurna?,it
Quelle est la montagne la plus haute après l'Annapurna?,fr
Welke berg is na de Annapurna de hoogste berg?,nl
Care este cel mai înalt munte după Annapurna?,ro
In which films directed by Garry Marshall was Julia Roberts starring?,en
"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de
¿En qué películas dirigidas por Garry Mashall actuó Julia Roberts?,es
In quali film diretti da Garry Marshall recita Julia Roberts?,it
Dans quels films dirigés par Garry Marshall joue Julia Roberts?,fr
In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?,nl
În ce filme regizate de Garry Marsall a jucat Julia Roberts roluri principale?,ro
Which bridges are of the same type as the Manhattan Bridge?,en
Welche Brücken sind vom gleichen Typ wie die Manhattan Bridge?,de
¿Qué puentes son del mismo tipo que el puente de Manhattan?,es
Quali ponti sono dello stesso tipo del ponte di Manhattan?,it
Quels ponts sont du même type que le pont de Manhattan?,fr
Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?,nl
Ce poduri sunt de același tip ca cel din Manhattan?,ro
Was U.S. president Jackson involved in a war?,en
War US-Präsident Jackson in einen Krieg verwickelt?,de
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it
Le président Jackson a-t-il participé à une guerre?,fr
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl
A fost președintele american Jackson implicat într-un război?,ro
Give me all communist countries.,en
Gib mir alle kommunistischen Länder.,de
Dame todos los países comunistas.,es
Dammi tutti i paesi comunisti.,it
Donnes-moi tous les pays communistes.,fr
Geef alle communistische landen.,nl
Dă-mi toate țările comuniste.,ro
Which awards did Douglas Hofstadter win?,en
Welche Preise hat Douglas Hofstadter gewonnen?,de
¿Qué premios ha ganado Douglas Hofstadter?,es
Quali premi ha vinto Douglas Hofstadter?,it
Quels prix ont été gagnés par Douglas Hofstadter?,fr
Welke prijzen heeft Douglas Hofstadter gewonnen?,nl
Ce premii a câștigat Douglas Hofstadter?,ro
Who is the daughter of Robert Kennedy married to?,en
Mit wem ist die Tochter von Robert Kennedy verheiratet?,de
¿Con quién está casada la hija de Robert Kennedy?,es
Con chi è sposata la figlia di Robert Kennedy?,it
Qui est l'époux de la fille de Robert Kennedy?,fr
Met wie is de dochter van Robert Kennedy getrouwd?,nl
Cu cine este căsătorită fiica lui Robert Kennedy?,ro
Which U.S. state has the highest population density?,en
Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,de
¿Que estado de los estados unidos de america tiene la mayor densidad de población?,es
Quale stato americano ha la densità di popolazione maggiore?,it
Quel état des Etats-Unis a la plus haute densité de population?,fr
Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?,nl
Ce stat American are cea mai mare densitate a populației?,ro
What is the currency of the Czech Republic?,en
Was ist die Währung der Tschechischen Republik?,de
¿Cuál es la moneda de la república checa?,es
Qual è la valuta della Repubblica Ceca?,it
Quel est la devise de la Tchéquie?,fr
Wat is de munteenheid van Tsjechië?,nl
Care este moneda națională a Cehiei?,ro
Which countries adopted the Euro?,en
Welche Länder haben den Euro übernommen?,de
¿Qué países han introducido el Euro?,es
Quali stati hanno introdotto l'Euro?,it
Quels pays ont adopté l'Euro?,fr
Welke landen hebben de Euro geïntroduceerd?,nl
În ce țări a fost introdus euro?,ro
What is the area code of Berlin?,en
Was ist die Vorwahl von Berlin?,de
¿Cuál es el prefijo de Berlin?,es
Qual è il prefisso di Berlino?,it
Quel est l'indicatif téléphonique de Berlin?,fr
Wat is het kengetal van Berlijn?,nl
Care este prefixul telephonic pentru Berlin?,ro
Which countries have more than two official languages?,en
Welche Länder haben mehr als zwei Amtssprachen?,de
¿Qué países tienes más de dos lenguas oficiales?,es
Quali stati hanno più di due lingue ufficiali?,it
Quels pays ont plus de deux langues officielles?,fr
Welke landen hebben meer dan twee officiële talen?,nl
Ce țări au mai mult de două limbi oficiale?,ro
Who is the owner of Rolls-Royce?,en
Wem gehört Rolls-Royce?,de
¿Quién es el dueño de Rolls-Royce?,es
Chi è il proprietario di Rolls-Royce?,it
À qui appartient Rolls-Royce?,fr
Wie is de eigenaar van Rolls-Royce?,nl
Cine este proprietarul Rolls-Royce?,ro
Through which countries does the Yenisei river flow?,en
Durch welche Länder fließt der Yenisei?,de
¿Por qué países fluye el río Yenisei?,es
Attraverso quali stati scorre il fiume Yenisei?,it
Quels sont les pays traversés par l'Ienisseï?,fr
Door welke landen stroomt de Jenisej?,nl
Ce țări traversează fluviul Enisei?,ro
When did Latvia join the EU?,en
Wann ist Lettland der EU beigetreten?,de
¿Cuándo ingresó Letonia a la unión europea?,es
Quando la Lettonia è entrata nell'Unione Europea?,it
Quand est la Lettonie devenue membre de l'Union européene?,fr
Wanneer trad Letland toe tot de EU?,nl
Când a aderat Letonia la Uniunea Europeană?,ro
Which monarchs were married to a German?,en
Welche Monarchen waren mit jemand deutschem verheiratet?,de
¿Qué monárcas estaban casados con una persona alemana?,es
Quali monarchi erano sposati con persone tedesche?,it
Quels monarques ont épousé une personne allemande?,fr
Welke monarchen waren getrouwd met een Duitser?,nl
Ce monarhi au fost căsătoriți cu o persoană germană?,ro
When was the Battle of Gettysburg?,en
Wann fand die Schlacht von Gettysburg statt?,de
¿Cuándo tuvo lugar la batalla de Gettysburg?,es
Quando ha avuto luogo la battaglia di Gettysburg?,it
Quand se déroula la bataille de Gettysburg?,fr
Wanneer was de Slag bij Gettysburg?,nl
Când a fost bătălia de la Gettysburg?,ro
Which river does the Brooklyn Bridge cross?,en
Welchen Fluss überspannt die Brooklyn Bridge?,de
¿Por qué río cruza la Brooklyn Bridge?,es
Quale fiume attraversa il ponte di Brooklyn?,it
Quelle cours d'eau est traversé par le pont de Brooklyn?,fr
Welke rivier overspant de Brooklyn Bridge?,nl
Ce râu traversează podul din Brooklyn?,ro
What is the highest mountain in Australia?,en
Was ist der höchste Berg in Australien?,de
¿Cuál es la montaña más alta de Australia?,es
Qual è la montagna più alta d'Australia?,it
Quelle est la plus haute montagne d'Australie?,fr
Wat is de hoogste berg van Australië?,nl
Care este cel mai înalt munte din Australia?,ro
Give me all soccer clubs in Spain.,en
Gib mir alle Fußballvereine in Spanien.,de
Dame todos los club de fútbol de España.,es
Dammi tutti i club calcistici della Spagna,it
Donnes-moi tous les clubs de football d'Espagne.,fr
Noem alle Spaanse voetbalclubs.,nl
Dă-mi toate cluburile de fotbal din Spania,ro
What is the official language of Suriname?,en
Was ist die Amtssprache Von Surinam?,de
¿Cuál es la idioma oficial de Surinam?,es
Qual è la lingua ufficiale del Suriname?,it
Quelle est la langue officielle du Suriname?,fr
Wat is de officiële taal van Suriname?,nl
Care este limba oficială din Suriname?,ro
Who is the mayor of Tel Aviv?,en
Wer ist der Bürgermeister von Tel Aviv?,de
¿Quién es el alcalde de Tel Aviv?,es
Chi è il sindaco di Tel Aviv?,it
Qui est le maire de Tel Aviv?,fr
Wie is de burgemeester van Tel Aviv?,nl
Cien este primarul din Tel Aviv?,ro
Who designed the Brooklyn Bridge?,en
Wer hat die Brooklyn Bridge entworfen?,de
¿Quién diseñó la Brooklyn Bridge?,es
Chi ha progettato il ponte di Brooklyn?,it
Qui a conçu le pont de Brooklyn?,fr
Wie ontwierp de Brooklyn Bridge?,nl
Cine a proiectat podul din Brooklyn?,ro
Which telecommunications organizations are located in Belgium?,en
Welche Telekommunikationsunternehmen haben ihren Sitz in Belgien?,de
¿Qué empresas de telecomunicaciones tienen su sede en Bélgica?,es
Quali aziende di telecomunicazione hanno sede in Belgio?,it
Quelles agences de télécommunication sont situées en Belgique?,fr
Welke telecom-bedrijven zijn gevestigd in België?,nl
Ce agenții de telecomunicații sunt localizate în Belgia?,ro
Is Frank Herbert still alive?,en
Lebt Frank Herbert noch?,de
¿Todavía vive Frank Herbert?,es
Frank Herbert è ancora vivo?,it
Frank Herbert est-il encore en vie?,fr
Leeft Frank Herbert nog?,nl
Este Frank Herbert încă în viață?,ro
What is the highest place of the Urals?,en
Was ist die höhchste Stelle des Ural?,de
¿Cuál es el punto más alto del montes Urales?,es
Qual è il punto più alto del Uràli?,it
Quel est l'endroit le plus haut d'Oural?,fr
Wat is het hoogste punt van de Oeral?,nl
Care este cel mai înalt punct de pe munții Urali?,ro
Who is the editor of Forbes?,en
Wer ist der Herausgeber von Forbes?,de
¿Quién es el editor de Forbes?,es
Chi è l'editore di Forbes?,it
Qui est le rédacteur en chef de Forbes?,fr
Wie is de uitgever van Forbes.,nl
Cine este editorul Forbes?,ro
Give me all companies in the advertising industry.,en
"Gib mir alle Unternehmen, die in der Werbebranche tätig sind.",de
Dame todas las empresas publicitarias.,es
Dammi tutte le aziende pubblicitarie.,it
Donnes-moi toutes les agences de publicité.,fr
Noem alle bedrijven die in de reclamebranche actief zijn.,nl
Dă-mi toate companiile din industria publicitară.,ro
How many countries are there in Europe?,en
Wieviele Länder gibt es in Europa?,de
¿Cuántos países existen en Europa?,es
Quanti stati ci sono in Europa?,it
Combien de pays sont-il en Europe?,fr
Hoeveel landen zijn er in Europa?,nl
Câte țări sunt în Europa?,ro
What did Bruce Carver die from?,en
Woran ist Bruce Carver gestorben?,de
¿De qué murió Bruce Carver?,es
Di cosa è morto Bruce Carver?,it
Quel est la cause de décès de Bruce Carver?,fr
Waaraan overleed Bruce Carver?,nl
Din ce cauză a murit Bruce Carver?,ro
Give me all libraries established earlier than 1400.,en
"Gib mir alle Bibliotheken, die vor 1400 gegründet worden.",de
Dame todas las bibliotecas que fueron establecidas antes de 1400.,es
Dammi tutte le biblioteche fondate prima del 1400.,it
Donnes-moi toutes les bibliothèques établies avant 1400.,fr
Geef me alle bibliotheken die voor 1400 werden opgericht.,nl
Dă-mi tote bibliotecile înființate înainte de 1400,ro
Which presidents were born in 1945?,en
Welche Präsidenten wurden 1945 geboren?,de
¿Qué presidentes nacieron en 1945?,es
Quali presidenti sono nati nel 1945?,it
Quels présidents sont nés en 1945?,fr
Welke presidenten werden geboren in 1945?,nl
Ce președinți au fost născuți în 1945,ro
Give me all federal chancellors of Germany.,en
Gib mir alle Bundeskanzler.,de
Dame todos los cancilleres alemanos.,es
Dammi tutti i cancellieri tedeschi.,it
Donnes-moi tous les chancelièrs allemands.,fr
Noem alle Duitse bondskanseliers.,nl
Dă-mi toți cancelarii federali ai Germaniei,ro
Who was the wife of U.S. president Lincoln?,en
Wer war die Frau von US-Präsident Lincoln?,de
¿Quién fué la mujer del presidente americano Lincoln?,es
Chi era la moglie del presidente degli Stati Uniti Lincoln?,it
Qui était l'épouse du président américain Lincoln?,fr
Wie was de vrouw van de Amerikaanse president Lincoln?,nl
Cine a fost soția președintelui American Lincoln?,ro
Who developed the video game World of Warcraft?,en
Wer hat das Videospiel World of Warcraft entwickelt?,de
¿Quién desarrolló el videojuego Warcraft?,es
Chi ha creato il videogioco World of Warcraft?,it
Qui a développé World of Warcraft?,fr
Wie heeft het videospel World of Warcraft ontwikkeld?,nl
Cine a dezvoltat jocul video World of Warcraft?,ro
What is the official website of Tom Cruise?,en
Was ist die offizielle Website von Tom Cruise?,de
¿Cuál el la página de Web oficial de Tom Cruise?,es
Qual è il sito internet ufficiale di Tom Cruise?,it
Quel est le site web officiel de Tom Cruise?,fr
Wat is de officiële website van Tom Cruise?,nl
Care este website-ul oficial al lui Tom Cruise?,ro
List all episodes of the first season of the HBO television series The Sopranos.,en
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos.,it
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl
Listează toate episodele din primul sezon al serialului HBO de televiziune The Sopranos,ro
Who produced the most films?,en
Wer hat die meisten Filme produziert?,de
¿Quién ha producido más películas?,es
Chi ha prodotto più film?,it
Qui a produit le plus de films?,fr
Wie produceerde de meeste films?,nl
Cine a produs cele mai multe filme?,ro
Give me all people with first name Jimmy.,en
"Gib mir alle Personen, die den Vornamen Jimmy haben.",de
Dame todas las personas con el nombre propio Jimmy.,es
Dammi tutte le persone il cui nome è Jimmy.,it
Donnes-moi toutes les personnes dont le prénom est Jimmy.,fr
Noem alle personen met de voornaam Jimmy.,nl
Dă-mi toate persoanele cu prenumele Jimmy,ro
In which city did John F. Kennedy die?,en
In welcher Stadt ist John F. Kennedy gestorben?,de
¿En qué ciudad murió John F. Kennedy?,es
In quale città morì John F. Kennedy?,it
Dans quelle ville est mort John F. Kennedy?,fr
In welke stad kwam John F. Kennedy om het leven?,nl
În ce oraș a murit John F. Kennedy?,ro
Is there a video game called Battle Chess?,en
"Gibt es ein Videospiel, das Battle Chess heißt?",de
¿Hay algún videojuego que se llame Battle Chess?,es
Esiste un videogioco che si chiama Battle Chess?,it
Existe-t-il un jeu vidéo appelé Battle Chess?,fr
Bestaat er een videospel met de naam Battle Chess?,nl
Există un joc video numit Battle Chess?,ro
Which mountains are higher than the Nanga Parbat?,en
Welche Berge sind höher als der Nanga Parbat?,de
¿Qué montañas son más altas que el Nanga Parbat?,es
Quali montagne sono più alte del Nanga Parbat?,it
Quelles montagnes sont plus hautes que le Nanga Parbat?,fr
Welke bergen zijn hoger dan de Nanga Parbat?,nl
Ce munți sunt mai mari decât Nanga Parbat?,ro
Who created Wikipedia?,en
Wer hat Wikipedia gegründet?,de
¿Quién creó Wikipedia?,es
Chi ha creato Wikipedia?,it
Qui est le créateur de Wikipedia?,fr
Wie heeft Wikipedia opgericht?,nl
Cine a creat Wikipedia?,ro
Give me all actors starring in Last Action Hero.,en
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de
Dame todos los actores que hayan actuado en Last Action Hero.,es
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it
Noem alle acteurs uit de film Last Action Hero.,fr
Noem alle acteurs uit de film Last Action Hero.,nl
Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro
Which software has been developed by organizations founded in California?,en
"Welche Softwareprodukte wurde von Unternehmen entwickelt, die in Kalifornien gegründet wurden?",de
¿Qué productos de software han sido desarrollados por empresas fundadas en California?,es
Quali software sono stati sviluppati da aziende fondate in California?,it
Quels logiciels ont été dévelopés par des agences fondées en Californie?,fr
Welke software is ontwikkeld door bedrijven opgericht in Californië?,nl
Ce software a fost dezvoltat de organizații fondate în California,ro
Which companies work in the aerospace industry as well as in medicine?,en
Welche Unternehmen sind sowohl in der Luft- und Raumfahrt als auch im Bereich der Medizin tätig?,de
¿Qué empresas aerospaciales trabajar también en en medicina?,es
Quali aziende si occupano sia nell'industria aerospaziale che in ambito medico?,it
Quelles companies travaillent dans l'aérospatial et dans la médecine?,fr
Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de geneeskunde?,nl
"Ce companii lucrează în industria aerospațială, precum și în medicină?",ro
Is Christian Bale starring in Velvet Goldmine?,en
Spielt Christian Bale in Velvet Goldmine mit?,de
¿Actúa Christian Bale en Velvet Goldmine?,es
Christian Bale ha recitato in Velvet Goldmine?,it
Christian Bale joue-t-il dans Velvet Goldmine?,fr
Speelt Christian Bale in Velvet Goldmine?,nl
Joacă Christian Bale un rol principal în Velvet Goldmine?,ro
Give me the websites of companies with more than 500000 employees.,en
Gib mir alle Webseiten von Unternehmen mit mehr als 500000 Angestellten.,de
Dame todas las páginas de Web de empresas con más de 500000 empleados.,es
Dammi tutti i siti internet di aziende con più di 500000 dipendenti.,it
Donnes-moi les sites webs de companies avec plus de 500000 employés.,fr
Geef me de websites van alle ondernemingen met meer dan 500000 werknemers.,nl
Dă-mi toate website-urile de la companiile cu mai mult de 500000 de angajați,ro
Which actors were born in Germany?,en
Welche Schauspieler wurden in Deutschland geboren?,de
¿Qué actores nacieron en Alemania?,es
Quali attori sono nati in Germania?,it
Quels acteurs sont nés en Allemagne?,fr
Welke acteurs zijn geboren in Duitsland?,nl
Ce actori au fost născuți în Germania?,ro
Which caves have more than 3 entrances?,en
Welche Höhlen haben mehr als 3 Eingänge?,de
¿Qué cuevas tienen más de 3 entradas?,es
Quali grotte hanno più di 3 entrate?,it
Quelles grottes ont plus de 3 entrées?,fr
Welke grotten hebben meer dan drie ingangen?,nl
