questions,lang
Bestaat er een videospel met de naam Battle Chess?,nl
क्या बैटल चैस नामक वीडियो गेम है?,hi_IN
Was the wife of president Lincoln called Mary?,en
Hieß die Frau von Präsident Lincoln Mary?,de
¿La mujer del presidente Lincoln se llama Mary?,es
La moglie del presidente Lincoln si chiamava Mary?,it
Est-ce que l'épouse du président Lincoln s'appelait Mary?,fr
Heette de echtgenote van president Lincoln Mary?,nl
क्या राष्ट्रपति लिंकन की पत्नी का नाम मैरी था?,hi_IN
Este soția președintelui Lincoln numită Mary?,ro
Give me all movies directed by Francis Ford Coppola.,en
تمام فیلم های کارگردانی شده توسط فرانسیس فورد کوپولا را لیست کن.,fa
"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.",de
Dame todas las películas que haya dirigido Francis Ford Coppola.,es
Dammi tutti i film diretti da Francis Ford Coppola.,it
Donnes-moi tous les films dont Francis réalisés par Francis Ford Coppola.,fr
Geef alle films die werden geregisseerd door Francis Ford Coppola.,nl
मुझे फ्रांसिस फोर्ड कोपोला द्वारा निर्देशित सभी फिल्मों की सूचि दे ।,hi_IN
Dă-mi toate filmele regizate de Francis Ford Coppola.,ro
Which of Tim Burton's films had the highest budget?,en
Welcher von Tim Burtons Filmen hatte das höchste Budget?,de
¿Cuál es la película de Tim Burton con el mayor presupuesto?,es
Quali film di Tim Burton hanno avuto il budget più alto?,it
Quel film de Tim Burton a le budget le plus haut?,fr
Welke van Tim Burton's films had het hoogste budget?,nl
टिम बर्टन की फिल्मों में से कौन सी का सबसे ज्यादा बजट था?,hi_IN
Care dintre filmele lui Tom Burton a avut cel mai mare buget?,ro
Does Breaking Bad have more episodes than Game of Thrones?,en
Hat Breaking Bad mehr Episoden als Game of Thrones?,de
¿Tiene Breaking Bad más episodios que Game of Thrones?,es
Breaking Bad ha più episodi di Game of Thrones?,it
A Breaking Bad plus d'épisodes que Game of Thrones?,fr
Heeft Breaking Bad meer afleveringen dan Game of Thrones?,nl
ब्रेकिंग बैड में गेम ऑफ़ थ्रोन्स की तुलना में अधिक एपिसोड हैं?,hi_IN
Are Breaking Bad mai multe episoade decât Game of Thrones?,ro
Was Natalie Portman born in the United States?,en
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de
¿Nació Natalie Portman en los estados unidos de américa?,es
"Natalie Portman, nata, Stati Uniti d'America",it
Natalie Portman est-elle née aux Etats-Unis?,fr
Werd Natalie Portman geboren in de Verenigde Staten?,nl
क्या नेटली पोर्टमैन संयुक्त राज्य में पैदा हुइ थी ?,hi_IN
Give me the grandchildren of Elvis Presley.,en
نوه های الویس پرسلی را لیست کن.,fa
Gib mir die Enkel von Elvis Presley.,de
Dame todos los nietos de Elvis Presley.,es
Dammi i nipoti di Elvis Presley.,it
Donne-moi tous les petit-enfants de Elvis Presley.,fr
Toon alle kleinkinderen van Elvis Presley.,nl
मुझे एल्विस प्रेस्ली के पोतों के नाम दे। ,hi_IN
Dă-mi nepoții lui Elvis Presley.,ro
Which movies starring Mickey Rourke were directed by Guy Ritchie?,en
چه فیلم هایی با بازی میکی رورک توسط گای ریچی کارگردانی شدند؟,fa
"Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?",de
¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?,es
Quali film in cui recita Mickey Rourke sono stati diretti da Guy Ritchie?,it
Quels films avec Mickey Rourke furent dirigés par Guy Richtie?,fr
Welke films met Mickey Rourke werden geregisseerd door Guy Ritchie?,nl
मिकी रोर्के अभिनीत कौन सी फिल्में गाए रिची द्वारा निर्देशित थीं?,hi_IN
Ce filme cu Mickey Rourke ca protagonist au fost regizate de Guy Ritchie?,ro
Which country does the creator of Miffy come from?,en
Aus welchem Land kommt der Erfinder von Nijntje?,de
¿De qué país viene el creador de Nijntje?,es
Da quale stato proviene il creatore di Miffy?,it
De quel pays vient le créateur de Miffy?,fr
Uit welk land komt de bedenker van Nijntje?,nl
मिफ्फी के निर्माता किस देश से आते है?,hi_IN
What form of government does Russia have?,en
روسیه چه نوع حکومتی دارد؟,fa
Welche Regierungsform hat Russland?,de
¿Qué forma de gobierno tiene Rusia?,es
Quale forma di governo ha la Russia?,it
Quelle est la forme de gouvernement de la Russie?,fr
Welke regeringsvorm heeft Rusland?,nl
रूस की सरकार किस प्रकार की है?,hi_IN
Ce formă de guvern are Rusia?,ro
Give me all Canadian Grunge record labels.,en
Gib mir alle kanadischen Grunge-Plattenfirmen.,de
Dame todos las empresas canadienses productoras de música Grunge.,es
Dammi tutti i produttori canadesi di musica Grunge.,it
Donnes-moi tous les labels discographiques canadiens de grunge.,fr
Noem alle Canadese grunge-platenlabels.,nl
मुझे सभी कैनेडियन ग्रांज रिकॉर्ड लेबल की सूचि दें।,hi_IN
How many children did Benjamin Franklin have?,en
بنجامین فرانکلین چند فرزند دارد؟,fa
Wieviele Kinder hatte Benjamin Franklin?,de
¿Cuántos hijos tuvo Benjamin Franklin?,es
Quanti figli ebbe Benjamin Franklin?,it
Combien d'enfants Benjamin Franklin avait-il?,fr
Hoeveel kinderen had Benjamin Franklin?,nl
बेंजामिन फ्रैंकलिन के कितने बच्चे हैं?,hi_IN
Câți copii a avut Benjamin Franklin?,ro
List the children of Margaret Thatcher.,en
Liste die Kinder von Margaret Thatcher auf.,de
Dame una lista de los hijos de Margaret Thatcher.,es
Elenca i figli di Margaret Thatcher.,it
Donnes-moi tous les enfants de Margaret Thatcher.,fr
Noem alle kinderen van Margaret Thatcher.,nl
मार्गरेट थैचर के बच्चों की सूची बनाएं।,hi_IN
From which region is the Melon de Bourgogne?,en
Aus welcher Region ist der Melon de Bourgogne?,de
¿De que región es el vino Melon de Bourgogne?,es
Da quale regione proviene il Melon de Bourgogne?,it
De quelle région vient le Melon de Bourgogne?,fr
Vanuit welke regio is de Melon de Bourgogne?,nl
मेलन डी बर्गोगोन किस क्षेत्र से है?,hi_IN
Din ce regiune provine Melon-ul de Bourgogne?,ro
Who is the oldest child of Meryl Streep?,en
Wer ist das älteste Kind von Meryl Streep?,de
¿Cuál es el hijo mas mayor de Meryl Streep?,es
Chi è il figlio maggiore di Meryl Streep?,it
Qui est l'enfant le plus agé de Merly Streep?,fr
Wie is het oudste kind van Meryl Streep?,nl
मेरिल स्ट्रीप का सबसे पहला बच्चा कौन है?,hi_IN
Cine este copilul cel mai mare al lui Meryl Streep?,ro
Are tree frogs a type of amphibian?,en
Sind Laubfrösche Amphibien?,de
¿Son las ranas verdes un tipo de anfibio?,es
Le rane verdi sono un tipo di anfibio?,it
Sont les grenouilles arboricoles un type d'amphibiens?,fr
Zijn boomkikkers een soort amfibie?,nl
क्या वृक्ष के मेंढक एक प्रकार की उभयचर हैं?,hi_IN
Sunt broaștele de copac un tip de amfibieni?,ro
Is Christian Bale starring in Velvet Goldmine?,en
Spielt Christian Bale in Velvet Goldmine mit?,de
¿Actúa Christian Bale en Velvet Goldmine?,es
Christian Bale ha recitato in Velvet Goldmine?,it
Christian Bale joue-t-il dans Velvet Goldmine?,fr
Speelt Christian Bale in Velvet Goldmine?,nl
क्या वेलवेट गोल्डमाइन में अभिनीता क्रिस्चियन बेल है?,hi_IN
Joacă Christian Bale un rol principal în Velvet Goldmine?,ro
List all games by GMT.,en
Liste alle Spiele von GMT auf.,de
Dame todos los juegos de GMT.,es
Elenca tutti i giochi di GMT.,it
Donne-moi tous les jeux de GMT.,fr
Noem alle spelen van GMT.,nl
जीएमटी द्वारा सभी खेलों की सूची बनाएं।,hi_IN
Does the Isar flow into a lake?,en
Fließt die Isar in einen See?,de
¿Desemboca el Isar en un lago?,es
L'Isar sfocia in un lago?,it
L'Isar se déverse-t-il dans un lac?,fr
Mondt de Isar uit in een meer?,nl
क्या ईसार एक झील में प्रवाहित होती है?,hi_IN
Isarul se varsă într-un lac?,ro
Which airports does Yeti Airlines serve?,en
یتی ایرلاینرز در چه فرودگاه هایی فعالیت می کند؟,fa
Welche Flughäfen fliegt Yeti Airlines an?,de
¿Qué aeropuertos sirve Yeti Airlines?,es
Quali aeroporti sono serviti da Yeti Airlines?,it
Quels sont les aéroports servis par Yeti Airlines?,fr
Naar welke luchthavens vliegt Yeti Airlines?,nl
यति एयरलाइंस किस हवाई अड्डे की सेवा करती है?,hi_IN
Ce aeroporturi deservește Yeti Airlines?,ro
Which Indian company has the most employees?,en
کدام شرکت هندی بیشترین تعداد کارمند را دارد؟,fa
Welches indische Unternehmen hat die meisten Angestellten?,de
¿Qué empresa de la India tiene el mayor número de empleados?,es
Quale società indiana ha il maggior numero di dipendenti?,it
Quelle companie indienne a le plus d'employés?,fr
Welke Indiase bedrijf heeft de meeste werknemers?,nl
किस भारतीय कंपनी में सबसे अधिक कर्मचारी हैं?,hi_IN
Ce companie indiană are cei mai mulți angajați?,ro
Which city has the most inhabitants?,en
Welche Stadt hat die meisten Einwohner?,de
¿Que ciudad tiene la mayor población?,es
Quale città ha il maggior numero di abitanti?,it
Quel ville a le plus grand nombre d'habitants?,fr
Welke stad heeft de meeste inwoners?,nl
कौन से शहर में सबसे अधिक निवासी है?,hi_IN
Care oraș are cei mai mulți locuitori?,ro
Who created Wikipedia?,en
Wer hat Wikipedia gegründet?,de
¿Quién creó Wikipedia?,es
Chi ha creato Wikipedia?,it
Qui est le créateur de Wikipedia?,fr
Wie heeft Wikipedia opgericht?,nl
विकिपीडिया किसने बनाया?,hi_IN
Is Rita Wilson the wife of Tom Hanks?,en
Ist Rita Wilson die Frau von Tom Hanks?,de
¿Es Rita Wilson la esposa de Tom Hanks?,es
Rita Wilson è la moglie di Tom Hanks?,it
Rita Wilson est-elle l'épouse de Tom Hanks?,fr
Is Rita Wilson de vrouw van Tom Hanks?,nl
क्या रीटा विल्सन टॉम हैंक्स की पत्नी है?,hi_IN
Este Rita Wilson soția lui Tom Hanks?,ro
Is the wife of president Obama called Michelle?,en
Heißt die Frau von Präsident Obama Michelle?,de
¿La mujer del presidente Obama se llama Michelle?,es
La moglie del presidente Obama si chiama Michelle?,it
L'épouse du président Obama s'appelle-t-elle Michelle?,fr
Heet de echtgenote van president Barack Obama Michelle?,nl
क्या राष्ट्रपति ओबामा की पत्नी का नाम मिशेल है?,hi_IN
How many ethnic groups live in Slovenia?,en
چند گروه نژادی در اسلوونی زندگی می کنند؟,fa
Wieviele ethnische Gruppen leben in Slovenien?,de
¿Cuántos grupos étnicos viven en Eslovenia?,es
Quanti gruppi etnici vivono in Slovenia?,it
Combien de groupes ethniques vivent en Slovénie?,fr
Hoeveel etnische groepen leven in Slovenië?,nl
कितने जातीय समूह स्लोवेनिया में रहते हैं?,hi_IN
Câte grupuri etnice trăiesc în Slovenia?,ro
Who is the president of Eritrea?,en
رئیس جمهور اریتره کیست؟,fa
Wer ist der Präsident von Eritrea?,de
¿Quién es el presidente de Eritrea?,es
Chi è il presidente dell'Eritrea?,it
Qui est le président de l'Érytrée?,fr
Wie is de president van Eritrea?,nl
इरीट्रिया के राष्ट्रपति कौन है?,hi_IN
Cine este președintele Eritreei?,ro
Which films did Stanley Kubrick direct?,en
چه فیلم هایی را استنلی کوبریک کارگردانی کرده است؟,fa
Bei wievielen Filmen hat Stanley Kubrick Regie geführt?,de
¿Qué películas dirigio Stanley Kubrick?,es
Quanti film ha diretto Stanley Kubrick?,it
Quels films ont été dirigés par Stanley Kubrick?,fr
Hoveel films heeft Stanley Kubrick geregisseerd?,nl
स्टैनले कुब्री ने कौन सी फिल्मे निर्देशित की हैं ?,hi_IN
Ce filme a regizat Stanley Kubrick?,ro
When was the Titanic completed?,en
Wann wurde die Titanic fertiggestellt?,de
¿Cuando se completo el Titanic?,es
Quando è stato completato il Titanic?,it
Quand a été terminé le Titanic?,fr
Wanneer was de Titanic afgewerkt?,nl
टाइटैनिक कब पूरा हुआ?,hi_IN
Când a fost terminat Titanicul?,ro
How many pages does War and Peace have?,en
Wieviele Seiten hat Krieg und Frieden?,de
¿Cuántas páginas tiene Guerra y Paz?,es
Quante pagine ha Guerra e Pace?,it
Combien de pages a Guerre et Paix?,fr
Hoeveel pagina's heeft Oorlog en vrede?,nl
वॉर एंड पीस में कितने पृष्ठ हैं?,hi_IN
Câte pagini are Război și Pace?,ro
What is the highest mountain in Italy?,en
Was ist der höchste Berg in Italien?,de
¿Cuál es la montaña mas alta en Italia?,es
Qual è la montagna più alta in Italia?,it
Quelle est la plus haute montagne d'Italie?,fr
Wat is de hoogste berg in Italië?,nl
इटली में सर्वोच्च पर्वत कोनसा है?,hi_IN
Care este cel mai înalt munte din Italia?,ro
How tall is Claudia Schiffer?,en
Wie groß ist Claudia Schiffer?,de
¿Cómo de alta es Claudia Schiffer?,es
Quanto è alta Claudia Schiffer?,it
Quelle est la taille de Claudia Schiffer?,fr
Hoe lang is Claudia Schiffer?,nl
क्लाउडिया शिफ़ेर कितनी लंबी है?,hi_IN
Who was John F. Kennedy's vice president?,en
Wer war der Vizepräsident unter John F. Kennedy?,de
¿Quién fué el vicepresidente de John F. Kennedy?,es
Chi fu il vicepresidente di John F. Kennedy?,it
Qui était le vice-président de John F. Kennedy?,fr
Wie was de vicepresident onder John F. Kennedy?,nl
जॉन एफ कैनेडी के उपाध्यक्ष कौन थे?,hi_IN
Cine a fost vicepreședintele lui John F. Kennedy?,ro
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,en
Welche Tochtergesellschaft von Lufthansa fliegt sowohl Dortmund als auch Berlin Tegel an?,de
¿Qué subsidiario de Lufthansa vuela en Dortmund y en Berlin?,es
Quale società sussidiaria di Lufthansa serve sia Dortmund che Berlin Tegel?,it
Quelle subsidiaire de Lufhansa vole sur Dortmund et Berlin Tegel?,fr
Welke dochteronderneming van Lufthansa bedient zowel Dortmund en Berlin Tegel?,nl
लुफ्तहांसा की कौन सी सहायक कंपनी डॉर्टमुंड और बर्लिन टेगल दोनों की सेवा करती है?,hi_IN
Care filială a Lufthansa deservește atât Dortmund cât și Berlin Tegel?,ro
Who was the successor of John F. Kennedy?,en
Wer war der Nachfolger von John F. Kennedy?,de
¿Quién fué el sucesor de John F. Kennedy?,es
Chi fu il successore di John F. Kennedy?,it
Qui était le successeur de John F. Kennedy?,fr
Wie was de opvolger van John F. Kennedy?,nl
जॉन एफ कैनेडी के उत्तराधिकारी कौन थे?,hi_IN
Who composed the soundtrack for Cameron's Titanic?,en
چه کسی موسیقی متن تایتانیک کامرون را نوشته است؟,fa
Wer hat den Soundtrack für Camerons Titanic geschrieben?,de
¿Quién compuso la banda sonora del Titanic de Cameron?,es
Chi ha composto la colonna sonora di Titanic di Cameron?,it
Qui a composé le soundtrack du Titanic de Cameron?,fr
Door wie is de filmmuziek van Camerons Titanic geschreven?,nl
कैमरन टाइटैनिक के लिए साउंडट्रैक किसने बनाया है?,hi_IN
Cine a compus coloana sonoră pentru Titanicul lui Cameron?,ro
Which movies did Kurosawa direct?,en
Welche Filme hat Kurosawa gedreht?,de
¿Qué películas ha rodado Kurosawa?,es
Che film ha diretto Kurosawa?,it
Quels films ont été realisés par Kurosawa?,fr
Welke films heeft Kurosawa geregisseerd?,nl
कुरोसावा ने कौन सी फिल्मों का निर्देशन किया है ?,hi_IN
Ce filme a regizat Kurosawa?,ro
In which time zone is Rome?,en
رم در چه ناحیه زمانی قرار دارد؟,fa
In welcher Zeitzone liegt Rom?,de
¿En qué zona horaria esta Roma?,es
Qual è il fuso orario di Roma?,it
Quelle est la zone horaire de Rome?,fr
In welke tijdzone zit Rome?,nl
रोम किस समय क्षेत्र में है?,hi_IN
Pe ce fus orar este Roma?,ro
Give me the currency of China.,en
Welche Währung benutzt China?,de
¿Cual es la moneda de China?,es
Dammi la valuta della Cina.,it
Doone-moi la monnaie chinoise.,fr
Wat is de munteenheid van China?,nl
मुझे चीन की मुद्रा बतायें ।,hi_IN
Care este moneda din China?,ro
Who are the developers of DBpedia?,en
چه کسانی توسعه دهندگان دی.بی.پدیا هستند؟,fa
Wer sind die Entwickler von DBpedia?,de
¿Quiénes son los desarrolladores de DBpedia?,es
Chi ha sviluppato DBpedia?,it
Qui sont les développeurs de DBpedia?,fr
Wie heeft DBpedia ontwikkeld?,nl
डीबीपीडिया के डेवलपर कौन हैं?,hi_IN
Cine sunt dezvoltatorii DBpedia?,ro
Does Abraham Lincoln's death place have a website?,en
Hat Abraham Lincolns Sterbeort eine Webseite?,de
¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,es
Il luogo di morte di Abraham Lincoln ha un sito web?,it
A le lieu de décès d'Abraham Lincoln une page Web?,fr
Heeft de stad waarin Abraham Lincoln is overleden een website?,nl
अब्राहम लिंकन की मौत की जगह की बसाइट है?,hi_IN
Locul morții lui Abraham Lincoln are un website?,ro
Who is the king of the Netherlands?,en
پادشاه هلند کیست؟,fa
Wer ist der König der Niederlande?,de
¿Quién es el rey de los Países Bajos?,es
Chi è il re dei Paesi Bassi?,it
Qui est le roi des Pays-Bas?,fr
Wie is de koning van Nederland?,nl
नीदरलैंड का राजा कौन है?,hi_IN
Cine este regele Țărilor de Jos?,ro
In which city did Nikos Kazantzakis die?,en
نیکوس کازانتزاکیس در کدام کشور مرد؟,fa
In welcher Stadt ist Nikos Kazantzakis gestorben?,de
¿En que ciudad murió Nikos Kazantzakis?,es
In quale città è morto Nikos Kazantzakis,it
Dans quelle ville est mort Kazantsakis?,fr
In welke stad is Nikos Kazantzakis overleden?,nl
निकोस काजांटाजाकिस का किस शहर में निधन हुआ ?,hi_IN
În ce oraș a murit Nikos Kazantsakis?,ro
Give me a list of all critically endangered birds.,en
لیستی از پرندگان روبه انقراض را بده.,fa
Gib mir eine Liste aller stark bedrohten Vogelarten.,de
Dame una lista de todas las aves en peligro de extinción.,es
Dammi la lista di tutti gli uccelli in via di estinzione.,it
Donnes-moi la liste des oiseaux en voie de disparition.,fr
Geef een lijst met alle ernstig bedreigde vogelsoorten.,nl
मुझे समीक्षकों से लुप्तप्राय पक्षियों की सूची बतायें ।,hi_IN
Dă-mi o listă cu toate păsările în pericol ridicat de dispariție.,ro
How many inhabitants does the largest city in Canada have?,en
Wieviele Einwohner hat die größte Stadt in Kanada?,de
¿Cuántos habitantes tiene la ciudad más grande de Canadá?,es
Quanti abitanti ha la città più grande del Canada?,it
Combien d'habitants a large ville la plus grande du Canada?,fr
Hoeveel inwoners heeft de grootste stadt in Canada?,nl
कनाडा के सबसे बड़े शहर में कितने निवासी हैं?,hi_IN
Câți locuitori are cel mai are oraș din Canada?,ro
In which military conflicts did Lawrence of Arabia participate?,en
An welchen militärischen Auseinandersetzungen war Lawrence von Arabien beteiligt?,de
¿En qué conflictos militares participó Lawrence de Arabia?,es
A quali conflitti militari ha partecipato Lawrence d'Arabia?,it
Dans quels conflits militaires a participé Lawrence d'Arabie?,fr
Bij welke militaire conflicten was Lawrence of Arabia betrokken?,nl
अरब के लॉरेंस ने किस सैन्य युद्ध में भाग लिया?,hi_IN
În care conflicte militare a participat Lawrence al Arabiei?,ro
Which book has the most pages?,en
Welches Buch hat die meisten Seiten?,de
¿Que libro tiene el mayor numero de paginas?,es
Quale libro ha il maggior numero di pagine?,it
Quel livre a le plus de pages?,fr
Welk boek heeft de meeste pagina's?,nl
कौन से पुस्तक में सबसे अधिक पृष्ठ हैं?,hi_IN
Ce carte are cele mai multe pagini?,ro
In which country does the Nile start?,en
In welchem Land entspringt der Nil?,de
¿En qué país nace el Nilo?,es
In quale stato nasce il Nilo?,it
Dans quel pays commence le Nil?,fr
In welk land ontspringt de Nijl?,nl
नाइल नदी किस देश में शुरू होती है?,hi_IN
Who is the Formula 1 race driver with the most races?,en
چه کسی راننده فرمول 1 با بیشترین مسابقه است؟,fa
Wer ist der Formel-1-Fahrer mit den meisten Rennen?,de
¿Quién es el conductor de Formula 1 con más carreras?,es
Qual è il pilota di Formula 1 con più gare?,it
Quel est le pilote de Formule 1 qui a gagné le plus de courses?,fr
Wie is de Formule 1-coureur met de meeste races op zijn naam?,nl
सबसे अधिक दौड़ वाले फॉर्मूला 1 रेस ड्रायवर कौन है?,hi_IN
Cine este pilotul de curse Formula 1 cu cele mai multe curse?,ro
Which companies produce hovercrafts?,en
چه شرکت هایی هواناو تولید می کنند؟,fa
Welche Firmen stellen Hovercrafts her?,de
¿Qué compañías producen aerodeslizadores?,es
Quali società producono aeroscafi?,it
Quelles companies produisent des aéroglisseurs?,fr
Welke bedrijven produceren hovercrafts?,nl
कौन सी कंपनियां हॉवरक्राफ्ट बनाती हैं?,hi_IN
Care companii produc aeroglisoare?,ro
Did Elvis Presley have children?,en
آیا الویس پرسلی فرزند دارد؟,fa
Hatte Elvis Presley Kinder?,de
Tuvo hijos Elvis Presley?,es
Elvis Presley ha avuto dei figli?,it
Elvis Presley a-t-il eu des enfants?,fr
Had Elvis Presley kinderen?,nl
क्या एल्विस प्रेस्ली के बच्चे थे ?,hi_IN
A avut Elvis Presley copii?,ro
In which countries do people speak Japanese?,en
در چه کشورهایی مردم ژاپنی صحبت می کنند؟,fa
In welcher Ländern wird Japanisch gesprochen?,de
¿En qué países se habla japonés?,es
In quali stati si parla giapponese?,it
Dans quels pays parle-t-on japonais?,fr
In welke landen wordt Japans gesproken?,nl
किन देशों में लोग जापानी बोलते हैं?,hi_IN
În ce țari se vorbește japoneza?,ro
Show me the book that Muhammad Ali wrote.,en
"Zeig mir das Buch, das Muhammad Ali geschrieben hat.",de
Muéstrame el libro escrito por Muhammad Ali.,es
Mostrami il libro scritto da Muhammad Ali.,it
Donne-moi le livre écrit par Muhammad Ali.,fr
Toen het boek dat Muhammad Ali heeft geschreven.,nl
मुझे किताब बताओ जो मुहम्मद अली ने लिखी थी।,hi_IN
Arată-mi cartea pe care a scris-o Muhammad Ali.,ro
Is Michelle Obama the wife of Barack Obama?,en
Ist Michelle Obama die Frau von Barack Obama?,de
¿Es Michele Obama la esposa de Barack Obama?,es
Michelle Obama è la moglie di Barack Obama?,it
Michelle Obama est-elle l'épouse de Barack Obama?,fr
Is Michelle Obama de vrouw van Barack Obama?,nl
क्या बराक ओबामा की पत्नी मिशेल ओबामा हैं?,hi_IN
What is the area code of Berlin?,en
Was ist die Vorwahl von Berlin?,de
¿Cuál es el prefijo de Berlin?,es
Qual è il prefisso di Berlino?,it
Quel est l'indicatif téléphonique de Berlin?,fr
Wat is het kengetal van Berlijn?,nl
बर्लिन का क्षेत्र कोड क्या है?,hi_IN
Give me all actors starring in Last Action Hero.,en
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de
Dame todos los actores que hayan actuado en Last Action Hero.,es
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it
Noem alle acteurs uit de film Last Action Hero.,fr
Noem alle acteurs uit de film Last Action Hero.,nl
मुझे लास्ट एक्शन हीरो में अभिनीत सभी कलाकारों के नाम बतायें दो।,hi_IN
Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro
What was the first Queen album?,en
اولین آلبوم کوئین چه بود؟,fa
Was war das erste Queen-Album?,de
¿Cuál fue el primer álbum de Queen?,es
Qual è stato il primo album dei Queen?,it
Quel est le premier album de Queen?,fr
Wat was het eerste Queen-album?,nl
सबसे पहला क्वीन एल्बम क्या था?,hi_IN
Care a fost primul album Queen?,ro
Which television shows were created by Walt Disney?,en
Welche Fernsehserien hat Walt Disney entworfen?,de
¿Qué series televisivas ideó Walt Disney?,es
Quali serie televisive sono state create dalla Walt Disney?,it
Quelles séries télevisées ont été créées par Walt Disney?,fr
Welke televisieseries werden bedacht door Walt Disney?,nl
वॉल्ट डिज़नी द्वारा किस टेलीविज़न शो का निर्माण किया गया था?,hi_IN
What is the bridge with the longest span?,en
Welche Brücke hat die längste Spannweite?,de
¿Qué puente tiene el mayor largo del vano?,es
Qual è il ponte con la campata più lunga?,it
Quel est le pont le plus large?,fr
Wat is de brug met de grootste spanwijdte?,nl
सबसे लंबा पुल कौन सा है?,hi_IN
Care este podul cu cea mai mare deschidere?,ro
What country is Sitecore from?,en
سایتکور در کدام کشور تأسیس شد؟,fa
Aus welchem Land kommt Sitecore?,de
¿De qué país es Sitecore?,es
Di che nazione è Sitecore?,it
Quel est le pays d'origine de Sitecore?,fr
Uit welke land komt Sitecore?,nl
साइटकोर कौन से देश से है?,hi_IN
Din ce țară este Sitecore?,ro
What is the capital of Canada?,en
Was ist die Hauptstadt von Kanada?,de
¿Cuál es la capital de Canadá?,es
Qual è la capitale del Canada?,it
Quelle est la capitale du Canada?,fr
Wat is de hoofdstad van Canada?,nl
कनाडा की राजधानी क्या है?,hi_IN
Who was Vincent van Gogh inspired by?,en
ونسان ون گوگ از چه کسی الهام گرفته است؟,fa
Wer hat Vincent van Gogh inspiriert?,de
¿Quién inspiro a Vincent van Gogh?,es
Da chi fu inspirato Vincent van Gogh?,it
Qui a inspiré Victor van Gogh?,fr
Wie heeft van Gogh geinspireerd?,nl
विंसेंट वैन गाग किनसे प्रेरित थे ?,hi_IN
De către cine a fost Vincent van Gogh inspirat?,ro
In which city did John F. Kennedy die?,en
In welcher Stadt ist John F. Kennedy gestorben?,de
¿En qué ciudad murió John F. Kennedy?,es
In quale città morì John F. Kennedy?,it
Dans quelle ville est mort John F. Kennedy?,fr
In welke stad kwam John F. Kennedy om het leven?,nl
किस शहर में जॉन एफ कैनेडी का निधन हुआ ?,hi_IN
Was U.S. president Jackson involved in a war?,en
War US-Präsident Jackson in einen Krieg verwickelt?,de
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it
Le président Jackson a-t-il participé à une guerre?,fr
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl
क्या अमेरिका के राष्ट्रपति जैक्सन किसी युद्ध में शामिल थे?,hi_IN
Who wrote the Game of Thrones theme?,en
طرح بازی تاج و تخت را چه کسی نوشت؟,fa
Wer hat das Titellied für Games of Thrones geschrieben?,de
¿Quién escribió el tema del Juego de Tronos?,es
Chi ha scritto Game of Thrones?,it
Qui a écrit le thème de Game of Thrones?,fr
Wie heeft de titelmuziek van Game of Thrones gekomponeerd?,nl
गेम ऑफ़ थ्रोन्स थीम किसने लिखी हैं ?,hi_IN
Cine a scris tema din Urzeala Tronurilor?,ro
Who designed the Brooklyn Bridge?,en
Wer hat die Brooklyn Bridge entworfen?,de
¿Quién diseñó la Brooklyn Bridge?,es
Chi ha progettato il ponte di Brooklyn?,it
Qui a conçu le pont de Brooklyn?,fr
Wie ontwierp de Brooklyn Bridge?,nl
ब्रुकलिन ब्रिज को किसने बनाया है?,hi_IN
Cine a proiectat podul din Brooklyn?,ro
When did Boris Becker end his active career?,en
بوریس بکر کی به فعالیت هنری اش خاتمه داد؟,fa
Wann hat Boris Becker seine aktive Karriere beendet?,de
¿Cuándo termino Boris Becker su carrera como actor?,es
Boris Becker quando ha concluso la sua carriera?,it
Quelle est la date de terminaison de la carrière de Boris Becker?,fr
Wanneer stopte Boris Becker zijn actieve loopbaan?,nl
बोरिस बेकर ने अपना सक्रिय कैरियर कब समाप्त किया?,hi_IN
Când și-a încheiat Boris Becker cariera activă?,ro
Which types of grapes grow in Oregon?,en
چه انواعی از انگور در اورگن رشد می کند؟,fa
Welche Traubenarten wachsen in Oregon?,de
¿Que tipo de uva crece en Oregon?,es
Quali tipi di uva crescono in Oregon?,it
Quelles genres de raisin poussent en Oregon?,fr
Welke soorten druiven groeien in Oregon?,nl
ओरेगन में किस प्रकार के अंगूर उगते हैं?,hi_IN
Ce soiuri de struguri cresc în Oregon?,ro
How tall is Michael Jordan?,en
Wie groß ist Michael Jordan?,de
¿Qué altura tiene Michael Jordan?,es
Quanto è alto Michael Jordan?,it
Quelle est la taille de Michael Jordan?,fr
Hoe lang is Michael Jordan?,nl
माइकल जॉर्डन कितना लंबा है?,hi_IN
