questions,lang
Wanneer werd de Ming-dynastie beëindigd?,nl
मिंग राजवंश को कब भंग किया?,hi_IN
Când a dispărut dinastia Ming?,ro
List all episodes of the first season of the HBO television series The Sopranos!,en
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.,pt_BR
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos!,it
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl
एचबीओ टेलीविजन श्रृंखला द सोप्रानोस! के पहले सीज़न के सभी एपिसोड की सूची बनाएं ।,hi_IN
"What is the total population of Melbourne, Florida?",en
"Qual é a população total de Melbourne, Florida?",pt_BR
"Was ist die Gesamteinwohnerzahl von Melbourne, Florida?",de
"¿Cuál es la población total de Melbourne, Florida?",es
"Qual è la popolazione totale di Melbourne, Florida?",it
"Quelle est la population totale de Melbourne, Floride?",fr
"Wat is de bevolking van Melbourne, Florida?",nl
"मेलबोर्न, फ्लोरिडा की कुल आबादी क्या है?",hi_IN
"Care este populația totală a Melbourne, Florida?",ro
Did Arnold Schwarzenegger attend a university?,en
Arnold Schwarzenegger frequentou uma universidade?,pt_BR
Hat Arnold Schwarzenegger eine Universität besucht?,de
¿Fue Arnold Schwarzenegger a la universidad?,es
Arnold Schwarzenegger ha frequentato l'Università?,it
Est-ce que Arnold Schwarzenegger a étudié à une université?,fr
Had Arnold Schwarzenegger aan een universiteit gestudeerd?,nl
क्या अर्नोल्ड श्वार्ज़नेगर विश्वविद्यालय गए थे?,hi_IN
Arnold Schwarzenegger a frecventat o universitate?,ro
What country is Mount Everest in?,en
Em que país está o Monte Everest?,pt_BR
In welchem Land ist der Mount Everest?,de
¿En que país esta el monte Everest?,es
In quale stato si trova il Monte Everest?,it
Dans quel pays se trouve le mont Everest?,fr
In welke land is de Mount Everest?,nl
कोनसे देश में माउंट एवरेस्ट है?,hi_IN
În ce țară se află muntele Everest?,ro
What is the largest city in Australia?,en
Qual é a maior cidade da Austrália?,pt_BR
Was ist die größte Stadt in Australien?,de
¿Cuál es la cuidad más grande de Australia?,es
Qual è la città più grande d'Australia?,it
Quelle est la plus grande ville d'Australie?,fr
Wat is de grootste stad van Australië?,nl
ऑस्ट्रेलिया में सबसे बड़ा शहर क्या है?,hi_IN
Give me all launch pads operated by NASA.,en
Ache todas as plataformas de lançamento espaciais operadas pela NASA.,pt_BR
Gib mir alle von der NASA betriebenen Startrampen.,de
Dame todas las plataformas de lanzamiento operadas por la NASA.,es
Dammi tutte le rampe di lancio gestite dalla NASA.,it
Donnes-moi toutes les rampes de lancements des Etats-unis.,fr
Noem alle lanceerplatformen van de NASA.,nl
मुझे नासा द्वारा संचालित सभी लॉन्च पैड की सूचि दें।,hi_IN
Dă-mi toate rampele de lansare operate de către NASA.,ro
Who is the mayor of Tel Aviv?,en
Quem é o prefeito de Tel Aviv?,pt_BR
Wer ist der Bürgermeister von Tel Aviv?,de
¿Quién es el alcalde de Tel Aviv?,es
Chi è il sindaco di Tel Aviv?,it
Qui est le maire de Tel Aviv?,fr
Wie is de burgemeester van Tel Aviv?,nl
तेल अवीव के महापौर कौन हैं?,hi_IN
Cien este primarul din Tel Aviv?,ro
List all episodes of the first season of the HBO television series The Sopranos.,en
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.,pt_BR
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos.,it
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl
एचओओ टेलीविजन श्रृंखला द सोप्रानोस के पहले सीज़न के सभी एपिसोड की सूची बनाएं। ',hi_IN
Listează toate episodele din primul sezon al serialului HBO de televiziune The Sopranos,ro
Who created Batman?,en
Quem criou Batman?,pt_BR
چه کسی بتمن را ساخت؟,fa
Wer hat Batman erfunden?,de
¿Quién creó Batman?,es
Chi ha creato Batman?,it
Qui a créé la bande dessinée Captain America?,fr
Door wie werd Batman bedacht?,nl
किसने बैटमैन बनाया?,hi_IN
Cine a creat Batman?,ro
Who played Gus Fring in Breaking Bad?,en
Quem interpretou Gus Fring em Breaking Bad?,pt_BR
چه کسی گوستاوو فرینگ را در بریکینگ بد بازی کرد؟,fa
Wer hat Gus Fring in Breaking Bad gespielt?,de
¿Quién interpreto a Gus Fring en Breaking Bad?,es
Chi ha interpretato Gustavo Fring in Breaking Bad - Reazioni collaterali?,it
Qui joua Gus Fring dans Breaking Bad?,fr
Wie speelt Gus Fring in Breaking Bad?,nl
किसने गस फ्रिंग को ब्रेकिंग बैड में निभाया है ?,hi_IN
Cine l-a jucat pe Gus Fring în Breaking Bad?,ro
In which programming language is GIMP written?,en
Em que linguagem de programação foi escrito o GIMP?,pt_BR
In welcher Programmiersprache wurde GIMP geschrieben?,de
¿En qué lenguaje de programación esta programado GIMP?,es
In quale linguaggio di programmazione è scritto GIMP?,it
En quel langage de programmation a été écrit GIMP?,fr
In welke programmeertaal is GIMP geschreven?,nl
जीआईएमपी किस प्रोग्रामिंग भाषा में लिखी गई है?,hi_IN
In which ancient empire could you pay with cocoa beans?,en
Em que império antigo você poderia pagar com grãos de cacau?,pt_BR
در کدام امپراتوری باستانی می توان با دانه های کاکائو داد و ستد کرد؟,fa
In welchem alten Reich konnte man mit Kakaobohnen bezahlen?,de
En que imperio antiguo pagaría con granos de cacao?,es
In quale antico impero era possibile pagare con le fave di cacao?,it
Dans quel empire ancien payait-on avec des fèves de cacao?,fr
In welke oude imperium kon je met cacaobonen betalen?,nl
किस प्राचीन साम्राज्य में आप कोको बीन से भुगतान कर सकते हैं?,hi_IN
În ce imperiu antic puteai plăti cu boabe de cacao?,ro
Who is the editor of Forbes?,en
Quem é o editor da Forbes?,pt_BR
Wer ist der Herausgeber von Forbes?,de
¿Quién es el editor de Forbes?,es
Chi è l'editore di Forbes?,it
Qui est le rédacteur en chef de Forbes?,fr
Wie is de uitgever van Forbes.,nl
फोर्ब्स के संपादक कौन है?,hi_IN
Cine este editorul Forbes?,ro
How many people live in the capital of Australia?,en
Quantos habitantes tem a capital da Austrália?,pt_BR
Wieviele Menschen leben in der Hauptstadt Australiens?,de
¿Cuánta gente vive en la capital de Australia?,es
Quante persone vivono nella capitale dell'Australia?,it
Quel est le nombre d'habitants de la capitale de l'Australie?,fr
Hoeveel mensen wonen er in de hoofdstad van Australië?,nl
कितने लोग ऑस्ट्रेलिया की राजधानी में रहते हैं?,hi_IN
Câți oameni locuiesc in capitala Australiei?,ro
Which professional surfers were born in Australia?,en
Quais surfistas profissionais nasceram na Austrália?,pt_BR
Welche Profisurfer wurden in Australien geboren?,de
¿Qué surfistas profesionales nacieron en Australia?,es
Quali surfisti professionisti sono nati in Australia?,it
Quels surfeurs professionels sont nés en Australie?,fr
Welke professionele surfers werden geboren in Australië?,nl
कौन से पेशेवर सर्फरस ऑस्ट्रेलिया में पैदा हुए थे?,hi_IN
Ce surferi profesioniști s-au născut în Australia?,ro
Which electronics companies were founded in Beijing?,en
Que companhias de eletrônica foram fundadas em Beijing?,pt_BR
چه شرکت های الکترونیکی در پکن تأسیس شدند؟,fa
Welche Elektronikunternehmen wurden in Peking gegründet?,de
¿Qué compañías de electrónica fueron fundadas en Pekín?,es
Quali società di elettronica sono state fondate a Pechino?,it
Quelles sont les companies d'électronique fondées à Beijing?,fr
Welke elektronica bedrijven zijn opgericht in Peking?,nl
बीजिंग में कौन से इलेक्ट्रॉनिक्स कंपनियां स्थापित की गई थीं?,hi_IN
Care companii de electronice au fost fondate în Beijing?,ro
Give me all video games published by Mean Hamster Software.,en
Mostre todos os jogos da Mean Hamster Software.,pt_BR
Gib mir alle Videospiele von Mean Hamster Software.,de
Dame todos los videojuegos de Mean Hamster Software.,es
Dammi tutti i videogiochi di Mean Hamster Software.,it
Donnes-moi tous les jeux vidéos publiés par Mean Hamster Software.,fr
Geef me alle videogames van Mean Hamster Software.,nl
मीन हम्सटर सॉफ्टवेयर द्वारा प्रकाशित सभी वीडियो गेम की सूचि दें। ',hi_IN
Dă-mi toate jocurile video publicate de Mean Hamster Software,ro
How many Aldi stores are there?,en
Quantas lojas Aldi existem?,pt_BR
چه تعداد فروشگاه آلدی وجود دارد؟,fa
Wieviele Aldi-Filialen gibt es?,de
¿Cuántas tiendas Aldi hay?,es
Quanti negozi Aldi ci sono?,it
Combien de magasins Aldi sont là?,fr
Hoeveel Aldi winkels zijn er?,nl
आलड़ी के कितने स्टोर हैं?,hi_IN
Câte magazine Aldi există?,ro
What is the capital of Cameroon?,en
Qual a capital de Camarões?,pt_BR
پایتخت کامرون کجاست؟,fa
Was ist die Hauptstadt von Kamerun?,de
¿Cuál es la capital de Camerún?,es
Qual è la capitale del Cameroon,it
Quelle est la capitale du Cameroun?,fr
Wat is de hoofdstad van Kameroen?,nl
कैमरून की राजधानी क्या है?,hi_IN
Care este capitala Camerunului?,ro
Is there a video game called Battle Chess?,en
Há algum jogo eletrônico chamado Battle Chess?,pt_BR
"Gibt es ein Videospiel, das Battle Chess heißt?",de
¿Hay algún videojuego que se llame Battle Chess?,es
Esiste un videogioco che si chiama Battle Chess?,it
Existe-t-il un jeu vidéo appelé Battle Chess?,fr
Bestaat er een videospel met de naam Battle Chess?,nl
क्या बैटल चैस नामक वीडियो गेम है?,hi_IN
Was the wife of president Lincoln called Mary?,en
A esposa do Presidente Lincoln chamava-se Mary?,pt_BR
Hieß die Frau von Präsident Lincoln Mary?,de
¿La mujer del presidente Lincoln se llama Mary?,es
La moglie del presidente Lincoln si chiamava Mary?,it
Est-ce que l'épouse du président Lincoln s'appelait Mary?,fr
Heette de echtgenote van president Lincoln Mary?,nl
क्या राष्ट्रपति लिंकन की पत्नी का नाम मैरी था?,hi_IN
Este soția președintelui Lincoln numită Mary?,ro
Give me all movies directed by Francis Ford Coppola.,en
Encontre todos os filmes dirigidos por Francis Ford Coppola.,pt_BR
تمام فیلم های کارگردانی شده توسط فرانسیس فورد کوپولا را لیست کن.,fa
"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.",de
Dame todas las películas que haya dirigido Francis Ford Coppola.,es
Dammi tutti i film diretti da Francis Ford Coppola.,it
Donnes-moi tous les films dont Francis réalisés par Francis Ford Coppola.,fr
Geef alle films die werden geregisseerd door Francis Ford Coppola.,nl
मुझे फ्रांसिस फोर्ड कोपोला द्वारा निर्देशित सभी फिल्मों की सूचि दे ।,hi_IN
Dă-mi toate filmele regizate de Francis Ford Coppola.,ro
Which of Tim Burton's films had the highest budget?,en
Qual filme de Tim Burton teve o maior orçamento?,pt_BR
Welcher von Tim Burtons Filmen hatte das höchste Budget?,de
¿Cuál es la película de Tim Burton con el mayor presupuesto?,es
Quali film di Tim Burton hanno avuto il budget più alto?,it
Quel film de Tim Burton a le budget le plus haut?,fr
Welke van Tim Burton's films had het hoogste budget?,nl
टिम बर्टन की फिल्मों में से कौन सी का सबसे ज्यादा बजट था?,hi_IN
Care dintre filmele lui Tom Burton a avut cel mai mare buget?,ro
Does Breaking Bad have more episodes than Game of Thrones?,en
Breaking Bad tem mais episódios do que Game of Thrones?,pt_BR
Hat Breaking Bad mehr Episoden als Game of Thrones?,de
¿Tiene Breaking Bad más episodios que Game of Thrones?,es
Breaking Bad ha più episodi di Game of Thrones?,it
A Breaking Bad plus d'épisodes que Game of Thrones?,fr
Heeft Breaking Bad meer afleveringen dan Game of Thrones?,nl
ब्रेकिंग बैड में गेम ऑफ़ थ्रोन्स की तुलना में अधिक एपिसोड हैं?,hi_IN
Are Breaking Bad mai multe episoade decât Game of Thrones?,ro
Who was called Rodzilla?,en
Quem era chamado de Rodzilla?,pt_BR
Wer wurde Rodzilla genannt?,de
¿Quien se llamaba Rodzilla?,es
Chi era chiamato Rodzilla?,it
Qui était appelé Rodzilla?,fr
Wie werd Rodzilla genoemd?,nl
किसको रॉडज़िला कहा जाता था?,hi_IN
Cine a fost numit Rodzilla?,ro
Was Natalie Portman born in the United States?,en
Natalie Portman nasceu nos Estados Unidos?,pt_BR
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de
¿Nació Natalie Portman en los estados unidos de américa?,es
"Natalie Portman, nata, Stati Uniti d'America",it
Natalie Portman est-elle née aux Etats-Unis?,fr
Werd Natalie Portman geboren in de Verenigde Staten?,nl
क्या नेटली पोर्टमैन संयुक्त राज्य में पैदा हुइ थी ?,hi_IN
Give me the grandchildren of Elvis Presley.,en
Mostre os netos de Elvis Presley.,pt_BR
نوه های الویس پرسلی را لیست کن.,fa
Gib mir die Enkel von Elvis Presley.,de
Dame todos los nietos de Elvis Presley.,es
Dammi i nipoti di Elvis Presley.,it
Donne-moi tous les petit-enfants de Elvis Presley.,fr
Toon alle kleinkinderen van Elvis Presley.,nl
मुझे एल्विस प्रेस्ली के पोतों के नाम दे। ,hi_IN
Dă-mi nepoții lui Elvis Presley.,ro
Which movies starring Mickey Rourke were directed by Guy Ritchie?,en
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?,pt_BR
چه فیلم هایی با بازی میکی رورک توسط گای ریچی کارگردانی شدند؟,fa
"Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?",de
¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?,es
Quali film in cui recita Mickey Rourke sono stati diretti da Guy Ritchie?,it
Quels films avec Mickey Rourke furent dirigés par Guy Richtie?,fr
Welke films met Mickey Rourke werden geregisseerd door Guy Ritchie?,nl
मिकी रोर्के अभिनीत कौन सी फिल्में गाए रिची द्वारा निर्देशित थीं?,hi_IN
Ce filme cu Mickey Rourke ca protagonist au fost regizate de Guy Ritchie?,ro
When did Dracula's creator die?,en
Quando morreu o criador de Drácula?,pt_BR
چه زمانی خالق دراکولا فوت کرد؟,fa
Wann ist Draculas Schöpfer gestorben?,de
¿Cuando murió el creador de Drácula?,es
Quando è morto il creatore di Dracula?,it
Quand est mort le créateur de Dracula?,fr
Wanneer stierf de bedenker van Dracula?,nl
ड्रेकुला के निर्माता का निधन कब हुआ?,hi_IN
Când a murit creatorul Dracula?,ro
Which country does the creator of Miffy come from?,en
De que país vem o criador de Miffy?,pt_BR
Aus welchem Land kommt der Erfinder von Nijntje?,de
¿De qué país viene el creador de Nijntje?,es
Da quale stato proviene il creatore di Miffy?,it
De quel pays vient le créateur de Miffy?,fr
Uit welk land komt de bedenker van Nijntje?,nl
मिफ्फी के निर्माता किस देश से आते है?,hi_IN
What is Batman's real name?,en
Qual é o nome verdadeiro do Batman?,pt_BR
نام واقعی بتمن چیست؟,fa
Was ist Batmans richtiger Name?,de
¿Cuál es el verdadero nombre de Batman?,es
Qual è il vero nome di Batman?,it
Quel est le vrai nom de Batman?,fr
Wat is de echte naam van Batman?,nl
बैटमैन का असली नाम क्या है?,hi_IN
Care este numele real al lui Batman?,ro
What form of government does Russia have?,en
Que forma de governo a Rússia possui?,pt_BR
روسیه چه نوع حکومتی دارد؟,fa
Welche Regierungsform hat Russland?,de
¿Qué forma de gobierno tiene Rusia?,es
Quale forma di governo ha la Russia?,it
Quelle est la forme de gouvernement de la Russie?,fr
Welke regeringsvorm heeft Rusland?,nl
रूस की सरकार किस प्रकार की है?,hi_IN
Ce formă de guvern are Rusia?,ro
How many companies were founded by the founder of Facebook?,en
Quantas companhias foram fundadas pelo fundador do Facebook?,pt_BR
چه تعداد شرکت توسط مؤسس فیسبوک تأسیس شدند؟,fa
Wieviele Firmen hat der Gründer von Facebook gegründet?,de
¿Cuantas compañías han sido fundadas por el fundador de Facebook?,es
Quante società sono state fondate dal fondatore di Facebook?,it
Combien de companies ont été fondées par le fondateur de Facebook?,fr
Hoeveel bedrijven werden opgericht door de oprichter van Facebook?,nl
फेसबुक के संस्थापक द्वारा कितनी कंपनियों की स्थापना की गई थी?,hi_IN
Câte companii au fost înființate de fondatorul Facebook?,ro
Give me all Canadian Grunge record labels.,en
Liste todas as gravadoras canadenses de música Grunge.,pt_BR
Gib mir alle kanadischen Grunge-Plattenfirmen.,de
Dame todos las empresas canadienses productoras de música Grunge.,es
Dammi tutti i produttori canadesi di musica Grunge.,it
Donnes-moi tous les labels discographiques canadiens de grunge.,fr
Noem alle Canadese grunge-platenlabels.,nl
मुझे सभी कैनेडियन ग्रांज रिकॉर्ड लेबल की सूचि दें।,hi_IN
How many children did Benjamin Franklin have?,en
Quantos filhos Benjamim Franklin teve?,pt_BR
بنجامین فرانکلین چند فرزند دارد؟,fa
Wieviele Kinder hatte Benjamin Franklin?,de
¿Cuántos hijos tuvo Benjamin Franklin?,es
Quanti figli ebbe Benjamin Franklin?,it
Combien d'enfants Benjamin Franklin avait-il?,fr
Hoeveel kinderen had Benjamin Franklin?,nl
बेंजामिन फ्रैंकलिन के कितने बच्चे हैं?,hi_IN
Câți copii a avut Benjamin Franklin?,ro
List the children of Margaret Thatcher.,en
Liste os filhos de Margaret Thatcher.,pt_BR
Liste die Kinder von Margaret Thatcher auf.,de
Dame una lista de los hijos de Margaret Thatcher.,es
Elenca i figli di Margaret Thatcher.,it
Donnes-moi tous les enfants de Margaret Thatcher.,fr
Noem alle kinderen van Margaret Thatcher.,nl
मार्गरेट थैचर के बच्चों की सूची बनाएं।,hi_IN
From which region is the Melon de Bourgogne?,en
De que região é o Melon de Bourgogne?,pt_BR
Aus welcher Region ist der Melon de Bourgogne?,de
¿De que región es el vino Melon de Bourgogne?,es
Da quale regione proviene il Melon de Bourgogne?,it
De quelle région vient le Melon de Bourgogne?,fr
Vanuit welke regio is de Melon de Bourgogne?,nl
मेलन डी बर्गोगोन किस क्षेत्र से है?,hi_IN
Din ce regiune provine Melon-ul de Bourgogne?,ro
Who is the oldest child of Meryl Streep?,en
Qual é o filho mais velho de Meryl Streep?,pt_BR
Wer ist das älteste Kind von Meryl Streep?,de
¿Cuál es el hijo mas mayor de Meryl Streep?,es
Chi è il figlio maggiore di Meryl Streep?,it
Qui est l'enfant le plus agé de Merly Streep?,fr
Wie is het oudste kind van Meryl Streep?,nl
मेरिल स्ट्रीप का सबसे पहला बच्चा कौन है?,hi_IN
Cine este copilul cel mai mare al lui Meryl Streep?,ro
Are tree frogs a type of amphibian?,en
As rãs arborícolas são um tipo de anfíbio?,pt_BR
Sind Laubfrösche Amphibien?,de
¿Son las ranas verdes un tipo de anfibio?,es
Le rane verdi sono un tipo di anfibio?,it
Sont les grenouilles arboricoles un type d'amphibiens?,fr
Zijn boomkikkers een soort amfibie?,nl
क्या वृक्ष के मेंढक एक प्रकार की उभयचर हैं?,hi_IN
Sunt broaștele de copac un tip de amfibieni?,ro
Is Christian Bale starring in Velvet Goldmine?,en
Christian Bale atua em Velvet Goldmine?,pt_BR
Spielt Christian Bale in Velvet Goldmine mit?,de
¿Actúa Christian Bale en Velvet Goldmine?,es
Christian Bale ha recitato in Velvet Goldmine?,it
Christian Bale joue-t-il dans Velvet Goldmine?,fr
Speelt Christian Bale in Velvet Goldmine?,nl
क्या वेलवेट गोल्डमाइन में अभिनीता क्रिस्चियन बेल है?,hi_IN
Joacă Christian Bale un rol principal în Velvet Goldmine?,ro
List all games by GMT.,en
Liste todos os jogos da GMT.,pt_BR
Liste alle Spiele von GMT auf.,de
Dame todos los juegos de GMT.,es
Elenca tutti i giochi di GMT.,it
Donne-moi tous les jeux de GMT.,fr
Noem alle spelen van GMT.,nl
जीएमटी द्वारा सभी खेलों की सूची बनाएं।,hi_IN
Does the Isar flow into a lake?,en
O Isar desemboca em um lago?,pt_BR
Fließt die Isar in einen See?,de
¿Desemboca el Isar en un lago?,es
L'Isar sfocia in un lago?,it
L'Isar se déverse-t-il dans un lac?,fr
Mondt de Isar uit in een meer?,nl
क्या ईसार एक झील में प्रवाहित होती है?,hi_IN
Isarul se varsă într-un lac?,ro
Which airports does Yeti Airlines serve?,en
Que aeroportos a Yeti Airlines serve?,pt_BR
یتی ایرلاینرز در چه فرودگاه هایی فعالیت می کند؟,fa
Welche Flughäfen fliegt Yeti Airlines an?,de
¿Qué aeropuertos sirve Yeti Airlines?,es
Quali aeroporti sono serviti da Yeti Airlines?,it
Quels sont les aéroports servis par Yeti Airlines?,fr
Naar welke luchthavens vliegt Yeti Airlines?,nl
यति एयरलाइंस किस हवाई अड्डे की सेवा करती है?,hi_IN
Ce aeroporturi deservește Yeti Airlines?,ro
Which Indian company has the most employees?,en
Que empresa indiana tem o maior número de empregados?,pt_BR
کدام شرکت هندی بیشترین تعداد کارمند را دارد؟,fa
Welches indische Unternehmen hat die meisten Angestellten?,de
¿Qué empresa de la India tiene el mayor número de empleados?,es
Quale società indiana ha il maggior numero di dipendenti?,it
Quelle companie indienne a le plus d'employés?,fr
Welke Indiase bedrijf heeft de meeste werknemers?,nl
किस भारतीय कंपनी में सबसे अधिक कर्मचारी हैं?,hi_IN
Ce companie indiană are cei mai mulți angajați?,ro
What color expresses loyalty?,en
Que cor expressa a lealdade?,pt_BR
چه رنگی وفاداری را بیان می کند؟,fa
Welche Farbe steht für Loyalität?,de
¿Qué color expresa lealtad?,es
Quale colore esprime lealtà?,it
Quelle couleur exprime la loyalité?,fr
Welke kleur staat voor loyaliteit?,nl
कोनसा रंग वफादारी व्यक्त करता है?,hi_IN
Ce culoare exprimă loialitate?,ro
Which city has the most inhabitants?,en
Qual a cidade com maior população?,pt_BR
Welche Stadt hat die meisten Einwohner?,de
¿Que ciudad tiene la mayor población?,es
Quale città ha il maggior numero di abitanti?,it
Quel ville a le plus grand nombre d'habitants?,fr
Welke stad heeft de meeste inwoners?,nl
कौन से शहर में सबसे अधिक निवासी है?,hi_IN
Care oraș are cei mai mulți locuitori?,ro
Who created Wikipedia?,en
Quem criou a Wikipedia?,pt_BR
Wer hat Wikipedia gegründet?,de
¿Quién creó Wikipedia?,es
Chi ha creato Wikipedia?,it
Qui est le créateur de Wikipedia?,fr
Wie heeft Wikipedia opgericht?,nl
विकिपीडिया किसने बनाया?,hi_IN
Is Rita Wilson the wife of Tom Hanks?,en
Rita Wilson é a esposa de Tom Hanks?,pt_BR
Ist Rita Wilson die Frau von Tom Hanks?,de
¿Es Rita Wilson la esposa de Tom Hanks?,es
Rita Wilson è la moglie di Tom Hanks?,it
Rita Wilson est-elle l'épouse de Tom Hanks?,fr
Is Rita Wilson de vrouw van Tom Hanks?,nl
क्या रीटा विल्सन टॉम हैंक्स की पत्नी है?,hi_IN
Este Rita Wilson soția lui Tom Hanks?,ro
Is the wife of president Obama called Michelle?,en
A esposa do presidente Obama chama-se Michelle?,pt_BR
Heißt die Frau von Präsident Obama Michelle?,de
¿La mujer del presidente Obama se llama Michelle?,es
La moglie del presidente Obama si chiama Michelle?,it
L'épouse du président Obama s'appelle-t-elle Michelle?,fr
Heet de echtgenote van president Barack Obama Michelle?,nl
क्या राष्ट्रपति ओबामा की पत्नी का नाम मिशेल है?,hi_IN
How many ethnic groups live in Slovenia?,en
Quantos grupos étnicos vivem na Eslovênia?,pt_BR
چند گروه نژادی در اسلوونی زندگی می کنند؟,fa
Wieviele ethnische Gruppen leben in Slovenien?,de
¿Cuántos grupos étnicos viven en Eslovenia?,es
Quanti gruppi etnici vivono in Slovenia?,it
Combien de groupes ethniques vivent en Slovénie?,fr
Hoeveel etnische groepen leven in Slovenië?,nl
कितने जातीय समूह स्लोवेनिया में रहते हैं?,hi_IN
Câte grupuri etnice trăiesc în Slovenia?,ro
Who is the president of Eritrea?,en
Quem é o presidente da Eritrea?,pt_BR
رئیس جمهور اریتره کیست؟,fa
Wer ist der Präsident von Eritrea?,de
¿Quién es el presidente de Eritrea?,es
Chi è il presidente dell'Eritrea?,it
Qui est le président de l'Érytrée?,fr
Wie is de president van Eritrea?,nl
इरीट्रिया के राष्ट्रपति कौन है?,hi_IN
Cine este președintele Eritreei?,ro
Which films did Stanley Kubrick direct?,en
Que filmes Stanley Kubrick dirigiu?,pt_BR
چه فیلم هایی را استنلی کوبریک کارگردانی کرده است؟,fa
Bei wievielen Filmen hat Stanley Kubrick Regie geführt?,de
¿Qué películas dirigio Stanley Kubrick?,es
Quanti film ha diretto Stanley Kubrick?,it
Quels films ont été dirigés par Stanley Kubrick?,fr
Hoveel films heeft Stanley Kubrick geregisseerd?,nl
स्टैनले कुब्री ने कौन सी फिल्मे निर्देशित की हैं ?,hi_IN
Ce filme a regizat Stanley Kubrick?,ro
When was the Titanic completed?,en
Quando o Titanic foi completado?,pt_BR
Wann wurde die Titanic fertiggestellt?,de
¿Cuando se completo el Titanic?,es
Quando è stato completato il Titanic?,it
Quand a été terminé le Titanic?,fr
Wanneer was de Titanic afgewerkt?,nl
टाइटैनिक कब पूरा हुआ?,hi_IN
Când a fost terminat Titanicul?,ro
How many pages does War and Peace have?,en
Quantas páginas tem Guerra e Paz?,pt_BR
Wieviele Seiten hat Krieg und Frieden?,de
¿Cuántas páginas tiene Guerra y Paz?,es
Quante pagine ha Guerra e Pace?,it
Combien de pages a Guerre et Paix?,fr
Hoeveel pagina's heeft Oorlog en vrede?,nl
वॉर एंड पीस में कितने पृष्ठ हैं?,hi_IN
Câte pagini are Război și Pace?,ro
Who is the youngest player in the Premier League?,en
Quem é o jogador mais jovem da Premier League?,pt_BR
Wer ist der jüngste Spieler in der Premier League?,de
¿Quién es el jugador más jóven de la Premier League?,es
Chi è il giocatore più giovane della Premier League?,it
Quel est le joueur le plus jeune de la Premier League?,fr
Wie is de jongste speler in de Premier League?,nl
प्रीमियर लीग में सबसे कम उम्र के खिलाड़ी कौन हैं?,hi_IN
Cine este cel mai tânăr jucător din Premier League?,ro
What is the highest mountain in Italy?,en
Qual a montanha mais alta da Itália?,pt_BR
Was ist der höchste Berg in Italien?,de
¿Cuál es la montaña mas alta en Italia?,es
Qual è la montagna più alta in Italia?,it
Quelle est la plus haute montagne d'Italie?,fr
Wat is de hoogste berg in Italië?,nl
इटली में सर्वोच्च पर्वत कोनसा है?,hi_IN
Care este cel mai înalt munte din Italia?,ro
How tall is Claudia Schiffer?,en
Qual a altura de Claudia Schiffer?,pt_BR
Wie groß ist Claudia Schiffer?,de
¿Cómo de alta es Claudia Schiffer?,es
Quanto è alta Claudia Schiffer?,it
Quelle est la taille de Claudia Schiffer?,fr
Hoe lang is Claudia Schiffer?,nl
क्लाउडिया शिफ़ेर कितनी लंबी है?,hi_IN
Who was John F. Kennedy's vice president?,en
Quem foi o vice presidente de John F. Kennedy?,pt_BR
Wer war der Vizepräsident unter John F. Kennedy?,de
¿Quién fué el vicepresidente de John F. Kennedy?,es
Chi fu il vicepresidente di John F. Kennedy?,it
Qui était le vice-président de John F. Kennedy?,fr
Wie was de vicepresident onder John F. Kennedy?,nl
जॉन एफ कैनेडी के उपाध्यक्ष कौन थे?,hi_IN
Cine a fost vicepreședintele lui John F. Kennedy?,ro
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,en
Que subsidiária da Lufthansa atende Dortmund e Berlin?,pt_BR
Welche Tochtergesellschaft von Lufthansa fliegt sowohl Dortmund als auch Berlin Tegel an?,de
¿Qué subsidiario de Lufthansa vuela en Dortmund y en Berlin?,es
Quale società sussidiaria di Lufthansa serve sia Dortmund che Berlin Tegel?,it
Quelle subsidiaire de Lufhansa vole sur Dortmund et Berlin Tegel?,fr
Welke dochteronderneming van Lufthansa bedient zowel Dortmund en Berlin Tegel?,nl
